-3.0,-3.0,0.0
-2.8,-3.0,0.0
-2.6,-3.0,0.0
-2.4,-3.0,0.0
-2.2,-3.0,0.0
-2.0,-3.0,0.0
-1.8,-3.0,0.0
-1.6,-3.0,0.0
-1.4,-3.0,0.0
-1.2,-3.0,0.0
-1.0,-3.0,0.0
-0.8,-3.0,0.0
-0.6,-3.0,0.0
-0.4,-3.0,0.0
-0.2,-3.0,0.0
0.0,-3.0,0.0
0.2,-3.0,0.0
0.4,-3.0,0.0
0.6,-3.0,0.0
0.8,-3.0,0.0
1.0,-3.0,0.0
1.2,-3.0,0.0
1.4,-3.0,0.0
1.6,-3.0,0.0
1.8,-3.0,0.0
2.0,-3.0,0.0
2.2,-3.0,0.0
2.4,-3.0,0.0
2.6,-3.0,0.0
2.8,-3.0,0.0
3.0,-3.0,1.571
3.0,-2.8,1.571
3.0,-2.6,1.571
3.0,-2.4,1.571
3.0,-2.2,1.571
3.0,-2.0,1.571
3.0,-1.8,1.571
3.0,-1.6,1.571
3.0,-1.4,1.571
3.0,-1.2,1.571
3.0,-1.0,1.571
3.0,-0.8,1.571
3.0,-0.6,1.571
3.0,-0.4,1.571
3.0,-0.2,1.571
3.0,0.0,1.571
3.0,0.2,1.571
3.0,0.4,1.571
3.0,0.6,1.571
3.0,0.8,1.571
3.0,1.0,1.571
3.0,1.2,1.571
3.0,1.4,1.571
3.0,1.6,1.571
3.0,1.8,1.571
3.0,2.0,1.571
3.0,2.2,1.571
3.0,2.4,1.571
3.0,2.6,1.571
3.0,2.8,1.571
3.0,3.0,3.142
2.8,3.0,3.142
2.6,3.0,3.142
2.4,3.0,3.142
2.2,3.0,3.142
2.0,3.0,3.142
1.8,3.0,3.142
1.6,3.0,3.142
1.4,3.0,3.142
1.2,3.0,3.142
1.0,3.0,3.142
0.8,3.0,3.142
0.6,3.0,3.142
0.4,3.0,3.142
0.2,3.0,3.142
0.0,3.0,3.142
-0.2,3.0,3.142
-0.4,3.0,3.142
-0.6,3.0,3.142
-0.8,3.0,3.142
-1.0,3.0,3.142
-1.2,3.0,3.142
-1.4,3.0,3.142
-1.6,3.0,3.142
-1.8,3.0,3.142
-2.0,3.0,3.142
-2.2,3.0,3.142
-2.4,3.0,3.142
-2.6,3.0,3.142
-2.8,3.0,3.142
-3.0,3.0,-1.571
-3.0,2.8,-1.571
-3.0,2.6,-1.571
-3.0,2.4,-1.571
-3.0,2.2,-1.571
-3.0,2.0,-1.571
-3.0,1.8,-1.571
-3.0,1.6,-1.571
-3.0,1.4,-1.571
-3.0,1.2,-1.571
-3.0,1.0,-1.571
-3.0,0.8,-1.571
-3.0,0.6,-1.571
-3.0,0.4,-1.571
-3.0,0.2,-1.571
-3.0,0.0,-1.571
-3.0,-0.2,-1.571
-3.0,-0.4,-1.571
-3.0,-0.6,-1.571
-3.0,-0.8,-1.571
-3.0,-1.0,-1.571
-3.0,-1.2,-1.571
-3.0,-1.4,-1.571
-3.0,-1.6,-1.571
-3.0,-1.8,-1.571
-3.0,-2.0,-1.571
-3.0,-2.2,-1.571
-3.0,-2.4,-1.571
-3.0,-2.6,-1.571
-3.0,-2.8,-1.571
-3,-3,-1.5707963267948966
